SMILES,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
Nc1ccc(CC(=O)c2ccccc2)cc1,-1.805,211.26400000000004,2.6942000000000013,65.33090000000003,16.0,2.0,1.0,2.0,3.0,80.0,2.0,0.0,0.0,2.0,43.09,94.71979435141073,2.1105163490120478,473.8483450839556
Clc1ccc(Oc2ccc(Cl)cc2)cc1,-4.7999,239.101,4.785700000000003,62.97800000000003,15.0,1.0,0.0,3.0,2.0,76.0,2.0,0.0,0.0,2.0,9.23,98.20857500883122,2.1467113756182017,390.6842279806418
O.CC(C)(O)C1CCC(C)(O)CC1,-1.6774,190.283,0.8737999999999999,52.49340000000004,13.0,2.0,2.0,3.0,1.0,80.0,0.0,1.0,1.0,1.0,71.96000000000001,80.0871198366762,1.4399995716001305e-06,148.04301839132643
Nc1ccc(N)c2C(=O)c3c(N)ccc(N)c3C(=O)c12,-6.9515,268.276,0.7908000000000002,77.39859999999999,20.0,6.0,4.0,6.0,0.0,100.0,2.0,0.0,1.0,3.0,138.22,113.89515738896338,2.4618026573276635,666.7462922813075
CC(=O)Oc1c(cc(c(C)c1C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,-4.4717,296.279,3.034220000000002,74.49680000000002,21.0,6.0,0.0,8.0,3.0,114.0,1.0,0.0,0.0,1.0,112.58,120.56701669482344,3.887186967012368,630.5291477180689
OC(=O)CNC=O,0.2672,103.07699999999998,-1.183,21.7025,7.0,2.0,2.0,4.0,3.0,40.0,0.0,0.0,0.0,0.0,66.4,40.13627539251435,2.9670528832697767,80.24920506009684
Oc1ccc(cc1)C(=O)Cc2ccccc2,-1.5008,212.248,2.8176000000000005,62.58330000000004,16.0,2.0,1.0,2.0,3.0,80.0,2.0,0.0,0.0,2.0,37.3,94.174137406594,2.119180990864876,471.8483450839556
CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,-2.5403,306.41100000000006,2.4518000000000004,74.32280000000004,16.0,6.0,0.0,8.0,9.0,98.0,0.0,0.0,0.0,0.0,52.6,107.3112871629756,4.1841457559818025,318.1751243754944
Cc1c2ccccc2cc3c1cc(F)c4ccccc34,-7.31,260.311,5.593720000000003,83.65500000000003,20.0,0.0,0.0,1.0,0.0,96.0,4.0,0.0,0.0,4.0,0.0,116.00687423202544,2.340399397279029,961.2867569201644
Cc1cccc2ccc3cc4ccccc4cc3c12,-6.644,242.321,5.454620000000004,83.69700000000005,19.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,0.0,4.0,0.0,111.8413388290992,2.288164726178113,916.7400111490208
OC(=O)c1cc(Cl)ccc1[N+]([O-])=O,-1.319,201.565,1.9464000000000004,45.0657,13.0,3.0,1.0,6.0,2.0,68.0,1.0,0.0,0.0,1.0,80.44,77.70834303551482,3.3486590713152182,376.7553335743196
CCCCO[P](=O)(OCCCC)Oc1ccccc1,-3.4746,286.30799999999994,4.806900000000004,76.39650000000006,19.0,4.0,0.0,5.0,10.0,108.0,1.0,0.0,0.0,1.0,44.760000000000005,115.24118639766556,2.5914128917982358,366.29217101740784
COC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,-4.1836,274.70300000000003,2.729300000000001,71.90280000000003,19.0,3.0,1.0,4.0,1.0,96.0,2.0,0.0,1.0,3.0,46.53,114.95005982384993,2.3770639184619307,680.8409463497775
CO[P](=S)(OC)SCC(=O)N(C)C=O,-1.9954,257.273,0.8516999999999999,59.59500000000002,14.0,6.0,0.0,8.0,6.0,82.0,0.0,0.0,0.0,0.0,55.84,92.03888242268675,4.109305020933433,252.21605924781636
Cc1c2ccccc2cc3c4ccccc4cc(F)c13,-7.31,260.311,5.593720000000003,83.65500000000004,20.0,0.0,0.0,1.0,0.0,96.0,4.0,0.0,0.0,4.0,0.0,116.00687423202544,2.358455446995676,967.2867569201644
Cc1c2ccccc2cc3c4ccccc4ccc13,-7.343,242.321,5.454620000000004,83.69700000000005,19.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,0.0,4.0,0.0,111.8413388290992,2.3181930833020647,916.7400111490208
OC(=O)CCCCCCCC=O,-0.9574,172.224,2.0006,46.01880000000003,12.0,2.0,1.0,3.0,8.0,70.0,0.0,0.0,0.0,0.0,54.37,72.77606589528597,2.904411038051829,131.7353374935096
ClC(Cl)C(=O)Nc1ccccc1,-3.3555,204.05600000000004,2.4288,50.565700000000014,12.0,1.0,1.0,4.0,2.0,64.0,1.0,0.0,0.0,1.0,29.1,80.47920408570535,2.5897829796017806,261.0201872896982
CCC1OCCO1,0.2919,102.133,0.7693,25.982999999999983,7.0,2.0,0.0,2.0,1.0,42.0,0.0,1.0,1.0,1.0,18.46,43.42027879090051,2.1399633186493645,48.041843979966416
N\C(NO)=C(/N)N=O,-0.7773,118.09600000000002,-1.2244000000000002,26.118000000000013,8.0,6.0,4.0,6.0,2.0,46.0,0.0,0.0,0.0,0.0,113.73,45.08723792357984,4.027243339066914,119.20671786825557
Cc1cc(O)ccc1[N+]([O-])=O,-2.1103,153.13699999999997,1.60882,39.49820000000002,11.0,3.0,1.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,63.37,63.243554708589386,3.1960696621259204,295.7372022742227
[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(Nc3ccccc3)cc2,-7.5229,318.336,5.753800000000004,93.4391,24.0,5.0,1.0,6.0,5.0,118.0,3.0,0.0,0.0,3.0,79.89,138.195207282222,1.6590704482436824,844.451942481161
NC(N)=Nc1sc2ccccc2n1,-2.4412,192.247,1.2012,55.0898,13.0,3.0,2.0,5.0,1.0,66.0,2.0,0.0,0.0,2.0,77.29,78.91312489687233,2.559795429325616,422.8668956038609
OC(=O)CCC=CC(O)=O,-1.2045,144.12599999999998,0.4920000000000001,33.64559999999999,10.0,2.0,2.0,4.0,4.0,56.0,0.0,0.0,0.0,0.0,74.6,57.785870272107886,3.3598601449703684,159.13075145540293
CCO[P](=S)(OCC)SC[S](=O)CC,-1.5384,276.38500000000005,2.7432000000000016,68.67840000000004,14.0,5.0,0.0,7.0,8.0,86.0,0.0,0.0,0.0,0.0,35.53,97.69520087036834,4.083350427266094,212.2255594286989
CCO[P](=S)(OCC)SC[S](=O)(=O)CC,-2.5309,292.38400000000007,2.409300000000001,69.45580000000004,15.0,6.0,0.0,8.0,8.0,92.0,0.0,0.0,0.0,0.0,52.6,100.946345048579,4.371293824985292,304.1969869775611
CCOc1snc(n1)C(Cl)(Cl)Cl,-3.3254,247.534,2.7635000000000014,50.31500000000001,12.0,4.0,0.0,7.0,2.0,68.0,1.0,0.0,0.0,1.0,35.010000000000005,88.7703225940886,2.7727148501325187,259.44116542843454
CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC,-2.5177,329.3800000000001,2.632000000000001,79.78700000000005,19.0,7.0,0.0,9.0,8.0,112.0,0.0,0.0,0.0,0.0,65.07000000000001,122.61219610978006,4.397208956208479,342.8117132097756
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,-4.4643,320.372,3.5413000000000023,81.71000000000005,19.0,6.0,0.0,7.0,7.0,106.0,1.0,0.0,0.0,1.0,44.760000000000005,122.28816608801054,3.001299279548144,444.3024221212612
C[Hg]C#N,-0.0821,241.643,0.59808,11.477,4.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,23.79,38.05157195610322,2.4330963097956344,35.79319390447952
Cc1nc(C)c(cc1C(O)=O)C(O)=O,-2.809,195.174,1.09484,47.62960000000001,14.0,3.0,2.0,5.0,2.0,74.0,1.0,0.0,0.0,1.0,87.49000000000001,80.02233126250947,3.4178886149330863,376.2681356861843
[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc2C=CC(=O)\C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)c2c(c1)[S]([O-])(=O)=O,-0.8783,604.4830000000003,-8.023800000000016,118.4803,38.0,12.0,1.0,18.0,5.0,182.0,3.0,0.0,1.0,4.0,213.06,283.63744581717367,2.4066654295562085e-06,1822.193545468072
CC(=O)Nc1ccc(OC(C)=O)cc1,-1.9076,193.202,1.5702999999999998,52.054700000000025,14.0,3.0,1.0,4.0,2.0,74.0,1.0,0.0,0.0,1.0,55.4,81.87762319028586,2.679983362198753,307.8896728870035
CN1C(=O)N(C)c2nc(C)c(C)nc2C1=O,-1.3429,220.232,-0.3559600000000003,59.494000000000014,16.0,6.0,0.0,6.0,0.0,84.0,2.0,0.0,0.0,2.0,69.78,91.19441520588282,3.15517851443626,696.5019640064886
CCCC(=O)Oc1ccc(cc1)[N+]([O-])=O,-3.9404,209.201,2.3003,53.63940000000002,15.0,4.0,0.0,5.0,4.0,80.0,1.0,0.0,0.0,1.0,69.44,86.81921462913384,2.6416397623371424,358.19006718030624
Oc1ccc2ccccc2c1N=O,-2.9374,173.17099999999996,2.9433000000000007,51.06780000000001,13.0,3.0,1.0,3.0,1.0,64.0,2.0,0.0,0.0,2.0,49.66,74.60203338765866,2.9117844920054865,465.4314410863231
C[C@@](CCC([O-])=O)(N=N[C@](C)(CCC([O-])=O)C#N)C#N,-2.0083,278.268,-0.936639999999999,61.37400000000003,20.0,8.0,0.0,8.0,8.0,108.0,0.0,0.0,0.0,0.0,152.55999999999997,115.89706319809832,4.92042108277526,446.6662405501103
CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,-4.5171,345.3860000000001,2.779700000000001,88.92600000000004,21.0,8.0,0.0,9.0,7.0,114.0,2.0,0.0,0.0,2.0,66.24000000000001,131.29716584208654,2.217786045580062,712.2050233315528
Nc1cc2c3ccccc3ccc2c4ccccc14,-6.1958,243.309,4.728400000000002,83.37240000000004,19.0,1.0,1.0,1.0,0.0,90.0,4.0,0.0,0.0,4.0,26.02,110.8162874117153,2.3371227357502997,922.3919838784872
CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,-4.2445,263.381,3.999800000000003,78.92570000000005,19.0,2.0,1.0,3.0,1.0,106.0,1.0,0.0,0.0,1.0,38.33,115.90575377662172,3.286723187669047,432.367769159341
COc1cc(Cl)c(OC)cc1Cl,-4.413,207.056,3.010600000000002,49.56600000000002,12.0,2.0,0.0,4.0,2.0,66.0,1.0,0.0,0.0,1.0,18.46,80.99491026106729,3.164874105084725,256.88150377072884
CNCCC(O)=O,-0.0543,103.12099999999998,-0.3194999999999999,26.17949999999999,7.0,2.0,2.0,3.0,3.0,42.0,0.0,0.0,0.0,0.0,49.33,42.33969540686719,2.8219389370591843,62.710134480364864
Clc1ccccc1Oc2ccccc2,-4.7796,204.656,4.1323000000000025,57.96800000000003,14.0,1.0,0.0,2.0,2.0,70.0,2.0,0.0,0.0,2.0,9.23,87.90530878194956,2.2369588843757167,411.6767229032693
CCCCO[P](=O)(OCC)OCC,-1.1466,210.20999999999995,2.9842000000000013,51.71850000000004,13.0,4.0,0.0,5.0,8.0,80.0,0.0,0.0,0.0,0.0,44.760000000000005,80.18409219160154,3.845934399891642,150.2230163877574
CCOC(=O)[C@@H](N)CC(C)C,-0.5606,159.229,0.9228999999999996,44.06340000000001,11.0,3.0,1.0,3.0,4.0,66.0,0.0,0.0,0.0,0.0,52.32,67.90880385516914,3.636832773235095,123.26046567326584
OC(=O)C(CSSCC(NC(=O)Cc1ccccc1)C(O)=O)NC(=O)Cc2ccccc2,-1.833,476.5760000000002,1.992,124.34100000000004,32.0,6.0,4.0,10.0,13.0,170.0,2.0,0.0,0.0,2.0,132.8,193.1183808783904,1.7642175732961465,835.6517637272246
C1C[n+]2ccccc2c3cccc[n+]13,-3.425,184.242,0.9422,52.26800000000003,14.0,0.0,0.0,2.0,0.0,68.0,2.0,0.0,1.0,3.0,7.76,83.07178933590865,2.287583078364964,431.7528748573925
COc1cc(Cl)c(Cl)cc1OC,-3.4588,207.056,3.010600000000002,49.56600000000002,12.0,2.0,0.0,4.0,2.0,66.0,1.0,0.0,0.0,1.0,18.46,80.99491026106728,3.190438801224836,257.63150377072884
COC1=COC(=CC1=O)CS[P](=O)(OC)OC,0.7286,280.238,2.2825,64.44950000000003,17.0,7.0,0.0,8.0,6.0,96.0,1.0,0.0,0.0,1.0,74.97,102.53278125448846,2.737375681509143,462.7990374145292
CC(O)([P](O)(O)=O)[P](O)(O)=O,0.5249,206.027,-0.9922000000000002,34.712,11.0,3.0,5.0,9.0,2.0,68.0,0.0,0.0,0.0,0.0,135.29,62.001242735901926,5.079498628795793,206.82512869394384
C[C@H]1C[NH2+][C@H](C)C[NH2+]1,0.4864,116.208,-2.096199999999998,32.50879999999999,8.0,0.0,2.0,2.0,0.0,48.0,0.0,1.0,1.0,1.0,33.22,50.65785481349944,2.1923771580194718,54.92878689342032
CC(=O)C=CC(O)=O,-0.2332,114.09999999999998,0.2161999999999999,27.45679999999999,8.0,2.0,1.0,3.0,2.0,44.0,0.0,0.0,0.0,0.0,54.37,46.62669440551526,3.668626461933803,118.60920862591124
OC(=O)CCCCCCCCCCBr,-3.699,265.1909999999999,3.976800000000003,62.98280000000005,14.0,1.0,1.0,3.0,10.0,84.0,0.0,0.0,0.0,0.0,37.3,95.2119756296768,2.884064614706359,137.24922110379617
CCC(N)C(O)=O,0.2868,103.12099999999998,-0.1916999999999999,25.9022,7.0,2.0,2.0,3.0,2.0,42.0,0.0,0.0,0.0,0.0,63.32,42.12972392027186,3.34341705895396,72.09004635215048
FC(Cl)C(F)(F)F,-1.959,136.475,2.0831,16.804000000000002,7.0,0.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,42.069600980812766,3.541196965079901,55.20035947603792
COc1cccc(Cl)c1,-2.783,142.58499999999998,2.3486,38.00400000000001,9.0,1.0,0.0,2.0,1.0,48.0,1.0,0.0,0.0,1.0,9.23,59.213156690282126,2.9368661023365914,197.86256853719752
CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.4956,350.591,4.718100000000002,77.43200000000002,18.0,5.0,0.0,9.0,6.0,102.0,1.0,0.0,0.0,1.0,40.58,125.74118203040852,3.006125183376143,464.6162368766505
O=C1CCCC1C#N,-0.3567,109.128,0.87918,27.96099999999999,8.0,2.0,0.0,2.0,0.0,42.0,0.0,1.0,1.0,1.0,40.86,48.11223222779584,2.579519093745178,145.09775004326937
CCSC(=O)N(CC)CC,-1.6917,161.26999999999998,2.2013,46.44900000000003,10.0,2.0,0.0,3.0,3.0,60.0,0.0,0.0,0.0,0.0,20.31,66.97336950982157,3.649620758476938,101.7792291661388
C=CCO[P](=O)(OCC=C)c1ccccc1,-2.8999,238.223,2.910200000000001,65.98050000000003,16.0,3.0,0.0,4.0,7.0,86.0,1.0,0.0,0.0,1.0,35.53,95.93188061686972,2.894366273611782,370.5101632496788
CCCCO[P](=O)(CCCC)CCCC,-1.7166,234.3199999999999,4.6814000000000044,68.01650000000006,15.0,2.0,0.0,3.0,10.0,92.0,0.0,0.0,0.0,0.0,26.3,95.24342967391974,3.958342451368509,168.4609327209684
CC1=C(Cl)C(=O)C(=C(C)N1)Cl,-4.2834,192.045,2.29854,46.556700000000006,11.0,1.0,1.0,4.0,0.0,60.0,1.0,0.0,0.0,1.0,32.86,74.1489898830438,3.592824831592955,313.7791897458161
Oc1ccc(C=O)cc1Br,-2.1794,201.019,1.9672,41.19430000000001,10.0,2.0,1.0,3.0,1.0,52.0,1.0,0.0,0.0,1.0,37.3,66.61964869177471,3.158901732156222,257.78306142431705
Clc1ccc(cc1)c2cccc(Cl)c2,-6.4001,223.102,4.660400000000002,61.898000000000025,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502977932434,2.4434555043419293,432.3296467381504
OC(=O)COc1cccc(Cl)c1Cl,-2.8097,221.039,2.4568000000000003,49.59280000000002,13.0,2.0,1.0,5.0,3.0,70.0,1.0,0.0,0.0,1.0,46.53,84.83712088380017,2.7691156964614927,325.16521978178946
CCOC(=O)C(C)OC(C)=O,-0.6994,160.16899999999998,0.5010999999999999,37.861,11.0,4.0,0.0,4.0,3.0,64.0,0.0,0.0,0.0,0.0,52.6,65.47903837331049,3.7262510867304592,152.51956340253028
Nc1ccc(SC#N)cc1,-2.6015,150.20600000000002,1.84198,42.32440000000001,10.0,3.0,1.0,3.0,1.0,50.0,1.0,0.0,0.0,1.0,49.81,63.65192563774024,2.8143225241794605,247.30377126902428
Nc1nc2nc[nH]c2c(n1)C(F)(F)F,-3.1346,203.12699999999995,0.9539,41.09809999999999,14.0,4.0,2.0,8.0,0.0,74.0,2.0,0.0,0.0,2.0,80.48,75.18261103527402,2.796386344144949,473.76197891900415
CCN(CC)c1nc(NC(C)C)nc(OC)n1,-4.888999999999999,239.323,1.5466999999999995,68.69870000000004,17.0,6.0,1.0,6.0,6.0,96.0,1.0,0.0,0.0,1.0,63.17,102.43312506082763,3.0341474353239093,351.7150689235082
CNc1nc(Cl)nc(NC(C)C)n1,-2.8896,201.66100000000003,1.3869999999999998,53.142400000000016,13.0,5.0,2.0,6.0,3.0,72.0,1.0,0.0,0.0,1.0,62.73,81.95310611402068,2.878054283327965,288.21143267123256
Oc1ccc(C=O)cc1[N+]([O-])=O,-2.9512,167.11999999999998,1.1129,40.14870000000001,12.0,4.0,1.0,5.0,2.0,62.0,1.0,0.0,0.0,1.0,80.44,67.40507680863314,3.2541929918421286,334.1783027025974
CC(Br)CCl,-1.8476,157.438,2.0086,29.108999999999995,5.0,0.0,0.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,45.6399490891458,2.5395388613593903,20.854752972273342
CNc1nc(NC(C)C)nc(OC)n1,-1.7509,197.242,0.7421999999999997,54.684400000000025,14.0,6.0,2.0,6.0,4.0,78.0,1.0,0.0,0.0,1.0,71.96000000000001,83.12832723104248,2.9200182242358266,279.53315486014867
NC1=C(Br)C(=O)N(N=C1)c2ccccc2,-3.124,266.098,1.5772,61.9464,15.0,4.0,1.0,5.0,1.0,76.0,2.0,0.0,0.0,2.0,60.91,94.47517874515192,2.6602820094110218,536.1089189358535
CN[C@@H](CC(C)C)C(O)=O,-0.5146,145.202,0.7050999999999998,39.938500000000005,10.0,2.0,2.0,3.0,4.0,60.0,0.0,0.0,0.0,0.0,49.33,61.434521750057,3.717319726022122,112.1737343120833
CC(C)C(NC(C)=O)C(O)=O,-0.6325,159.18499999999997,0.2316999999999998,40.0785,11.0,2.0,2.0,4.0,3.0,64.0,0.0,0.0,0.0,0.0,66.4,65.59604385010077,4.11529460833615,165.0686213592998
C=CCCCC=C,-3.3396,96.173,2.5287000000000006,34.24499999999999,7.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,45.54969764984068,2.679549206552144,45.05865002596162
CC1CCCC(C)(C)C1,-4.8532,126.243,3.2227000000000023,41.413,9.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,1.0,1.0,0.0,58.65295678947317,2.410837013264412,92.2114326716684
OC(=O)CNCCC#N,0.3237,128.131,-0.4257199999999999,30.73549999999999,9.0,3.0,2.0,4.0,4.0,50.0,0.0,0.0,0.0,0.0,73.12,53.09721720273252,2.937573526428243,127.40990953421706
CC[C@@H](C)[C@H](N)C(O)=O,-0.3895,131.17499999999998,0.4443999999999999,35.06619999999998,9.0,2.0,2.0,3.0,3.0,54.0,0.0,0.0,0.0,0.0,63.32,54.85960814906508,3.716136771182721,103.23098268032228
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccccc3,-4.1183,341.42600000000004,3.7722000000000033,95.97730000000004,25.0,3.0,1.0,4.0,6.0,132.0,2.0,1.0,1.0,3.0,40.54,147.64827012697063,1.4355798819160093,691.5958056500971
CC(C)(C)CCCO,-1.5402,116.204,1.805,35.77479999999999,8.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,20.23,51.723137466405205,3.111766194388426,51.897390567231454
NC(=O)C[C@H](NC(N)=O)C(O)=O,-0.511,175.144,-2.0167,37.9543,12.0,3.0,4.0,7.0,4.0,68.0,0.0,0.0,0.0,0.0,135.51000000000002,67.70746311537677,4.135982327213132,198.73887201067615
CN(C)C(=O)N(c1ccc(Cl)c(Cl)c1)C(=O)c2ccccc2,-4.3238,337.206,4.321800000000003,88.79650000000002,22.0,2.0,0.0,6.0,2.0,114.0,2.0,0.0,0.0,2.0,40.620000000000005,138.39750977740502,2.49315358790122,702.5469234659057
NC(=O)NCl,0.3256,94.501,-0.1914999999999999,18.5721,5.0,1.0,2.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,55.120000000000005,34.20546306792876,2.847378923087672,44.912609383243264
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,0.2124,245.279,-1.3231999999999968,61.08560000000002,17.0,4.0,4.0,7.0,7.0,98.0,0.0,0.0,0.0,0.0,121.52,99.74214517395517,3.827406376406721,291.27559756761787
OCC(O)C(O)C(O)C(O)C(O)C=O,-0.3226,210.182,-4.017899999999999,43.18380000000002,14.0,7.0,6.0,7.0,6.0,84.0,0.0,0.0,0.0,0.0,138.45000000000002,79.85582832742902,4.28978166597642,173.42124551085624
OC(=O)C1=C/C(C=CC1=O)=N/Nc2ccccc2,-3.0559,242.234,1.6043999999999998,67.36550000000001,18.0,4.0,2.0,5.0,3.0,90.0,1.0,0.0,1.0,2.0,78.75999999999999,103.13355934436218,2.1687303253769925,571.1589699483147
COc1ccc(cc1)C(=O)CCC(O)=O,-1.0632,208.21299999999997,1.7427,54.19430000000002,15.0,3.0,1.0,4.0,5.0,80.0,1.0,0.0,0.0,1.0,63.6,87.48693687327045,2.616933050569206,353.3556003241696
CCC(NC=NN)C(O)=O,-0.8608,145.162,-0.6587999999999994,37.529899999999984,10.0,3.0,3.0,5.0,4.0,58.0,0.0,0.0,0.0,0.0,87.71000000000001,58.909986724371606,3.7138648911525936,134.85475297227333
OC1=CC=C(Br)C=CC1=O,-3.5629,201.019,1.5148999999999997,42.07680000000001,10.0,2.0,1.0,3.0,0.0,52.0,1.0,0.0,0.0,1.0,37.3,66.26519413731032,3.42534558987266,295.80075915911806
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,-7.8728,641.6999999999999,6.921600000000004,103.99200000000005,18.0,0.0,0.0,6.0,0.0,108.0,0.0,1.0,1.0,1.0,0.0,160.95306876651117,2.612152805754491,174.56842503028858
CC(C)COC(=O)C(C)(C)O,-0.7276,160.21299999999997,0.9565,42.09480000000001,11.0,3.0,1.0,3.0,3.0,66.0,0.0,0.0,0.0,0.0,46.53,67.36314691035246,3.712763518924565,132.76282190103143
Oc1ccccc1C(=O)N2CCOCC2,-1.7037,207.22899999999996,0.8646000000000003,54.829300000000025,15.0,3.0,1.0,4.0,1.0,80.0,1.0,1.0,1.0,2.0,49.77,88.07941728990082,2.161313966098436,358.60559605618823
[O-][N+](=O)c1cccc(Cl)c1Cl,-3.4881,192.001,2.901600000000001,43.11640000000001,11.0,2.0,0.0,5.0,1.0,58.0,1.0,0.0,0.0,1.0,43.14,72.6909112957601,3.2735808215375437,300.6337992264624
BrCC(CBr)(CBr)CBr,-5.3844,387.735,3.5524000000000013,57.609000000000016,9.0,0.0,0.0,4.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,89.66920990798141,3.824684203207495,51.84847143196431
CCCO[P](=S)(OCCC)O[P](=S)(OCCC)OCCC,-4.1009,378.4330000000002,5.158400000000005,94.62700000000008,21.0,7.0,0.0,9.0,14.0,128.0,0.0,0.0,0.0,0.0,46.150000000000006,139.0811966401526,4.902321546670488,298.53948727292124
Cc1ccnc2c1ccc3c(C)ccnc23,-3.9686,208.264,3.399840000000002,66.51800000000003,16.0,2.0,0.0,2.0,0.0,78.0,3.0,0.0,0.0,3.0,25.78,93.9639123736536,2.6023578475972498,625.9454776678718
CCC(=O)OOC(=O)CC,-0.9634,146.14199999999997,0.8077999999999999,32.765999999999984,10.0,4.0,0.0,4.0,2.0,58.0,0.0,0.0,0.0,0.0,52.6,59.043391574652176,3.352921516464098,113.70950594454668
CC(Oc1ccc(Cl)cc1)C(O)=O,-2.1351,200.621,2.1918999999999995,49.17780000000002,13.0,2.0,1.0,4.0,3.0,70.0,1.0,0.0,0.0,1.0,46.53,80.89879677131513,2.641763904889644,294.23305328030176
CN(C)C(N)=N,-1.7306,87.126,-0.5585299999999997,25.6011,6.0,1.0,2.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,53.11,37.254210623103646,3.2575861612334887,57.058650025961626
OC(=O)C1=CCCc2ccccc12,-2.7939,174.199,2.1008,50.37580000000003,13.0,1.0,1.0,2.0,1.0,66.0,1.0,0.0,1.0,2.0,37.3,76.5164353580063,2.5325224086759315,377.4315981994466
OCC(O)C(O)C(O)C(O)C(O)CO,0.3722,212.198,-4.224499999999998,44.20560000000002,14.0,7.0,7.0,7.0,6.0,86.0,0.0,0.0,0.0,0.0,141.61,80.48853997958128,4.221713709086299,136.97373660251156
O/N=C/1CCCC=C1,-0.7034,111.144,1.5567,32.21249999999999,8.0,2.0,1.0,2.0,0.0,44.0,0.0,0.0,1.0,1.0,32.59,48.512122151633214,2.5621664007011264,126.49022499567306
C=CCCN=C=S,-2.391,113.18499999999996,1.6653,34.707,7.0,2.0,0.0,2.0,3.0,38.0,0.0,0.0,0.0,0.0,12.36,48.76351918629672,2.972279667743398,92.25327665163482
N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O,-0.7959999999999999,250.081,1.6533999999999998,57.44200000000001,15.0,3.0,3.0,6.0,3.0,82.0,1.0,0.0,0.0,1.0,83.55000000000001,96.22264221789864,2.9237270307423464,371.9390010832792
Nc1nc(N)nc(Cl)n1,-2.3849,145.553,-0.3106000000000001,33.6618,9.0,5.0,2.0,6.0,0.0,48.0,1.0,0.0,0.0,1.0,90.71,56.073394683243606,3.165670309917317,172.96531218488838
CCC(=O)NCCNC(=O)CC,0.3746,172.22799999999998,0.0387999999999992,46.60140000000002,12.0,2.0,2.0,4.0,5.0,70.0,0.0,0.0,0.0,0.0,58.2,72.71661439590942,3.211729783466108,139.13685006057713
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccccc2Cl,-6.3563,318.03,6.187900000000002,80.63200000000002,18.0,0.0,0.0,4.0,2.0,92.0,2.0,0.0,0.0,2.0,0.0,125.74184342969664,2.5901616570734314,580.9979162169988
CN1C(=O)N(C)c2n[se]nc2C1=O,-2.2994,245.1,-1.9157999999999995,46.96000000000001,13.0,6.0,0.0,7.0,0.0,68.0,2.0,0.0,0.0,2.0,69.78,78.66202328449891,3.21185381303522,578.3122688323334
OC(=O)c1occ(Br)c1,-1.1841,190.98,1.7403,33.3673,9.0,2.0,1.0,4.0,1.0,48.0,1.0,0.0,0.0,1.0,50.44,59.41397795585155,2.977648531786832,227.8619085587166
CC1CCCCN1CCCOC(=O)c2ccc(Cl)c(Cl)c2,-4.2178,330.255,4.414700000000004,86.24750000000004,21.0,3.0,0.0,5.0,5.0,116.0,1.0,1.0,1.0,2.0,29.54,135.71642656345117,1.723722008589725,493.1653622909208
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.428,267.93,4.2434,59.578,14.0,2.0,0.0,6.0,0.0,72.0,2.0,0.0,0.0,2.0,25.78,99.76542852065188,3.021805296135276,465.6577056479839
CC(C)CCC(C)(C)C,-5.0474,128.259,3.468700000000003,43.52700000000001,9.0,0.0,0.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,59.6587879430024,3.2807108400137506,64.59772060569361
